battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,price_usd
1671,0,0.6,1,7,1,61,0.1,129,2,11,263,848,2336,10,4,7,1,0,0,2,677.82
1821,0,0.9,0,9,1,12,0.3,114,1,18,97,1803,2430,7,4,6,1,1,1,2,654.48
1076,1,2.6,0,3,1,38,0.7,119,6,8,129,915,891,18,3,9,1,1,0,0,459.44
532,1,0.8,1,3,0,8,0.1,193,5,10,1213,1354,728,13,5,8,1,1,0,0,269.83
777,1,2.6,0,3,0,30,0.9,148,5,17,189,1143,3886,14,10,7,1,0,0,3,751.85
1217,1,0.5,0,3,0,17,0.5,182,4,13,628,632,1711,7,3,9,1,0,1,1,447.63
1656,1,1.6,1,0,0,16,1.0,117,7,2,320,899,2856,14,3,20,1,1,1,2,530.9
1185,0,1.9,0,0,0,31,0.4,152,8,7,837,1642,2447,16,2,3,1,1,1,2,630.56
577,0,2.4,0,8,1,37,0.9,161,6,20,1087,1450,814,11,7,19,1,1,1,0,519.8
737,1,2.4,1,7,0,49,0.6,193,4,16,781,1463,2951,7,0,10,0,1,0,2,776.15
704,0,2.2,1,4,0,53,0.2,186,6,6,251,1013,3653,7,1,15,1,1,1,2,682.34
525,1,0.5,1,5,0,51,0.5,137,8,11,262,1587,1891,18,3,12,0,1,0,1,506.69
504,1,0.5,1,5,0,16,0.1,166,1,9,767,1665,701,17,15,15,1,0,1,0,268.33
793,0,1.2,1,1,1,38,0.6,176,4,7,1226,1815,3139,6,1,12,1,1,1,3,654.94
569,0,0.6,1,2,0,39,0.1,184,8,9,389,739,2811,7,6,7,1,0,1,1,613.66
1590,0,1.9,1,3,1,21,1.0,160,5,18,920,963,1701,11,4,4,1,0,1,1,565.86
707,0,0.5,0,0,1,16,0.1,194,2,0,1027,1508,1853,17,14,12,1,1,1,1,401.25
767,0,1.9,0,16,1,19,0.2,185,6,17,271,1000,2445,6,1,6,1,1,1,1,666.89
1350,1,0.5,1,0,1,50,0.8,181,8,4,369,544,2287,15,1,8,1,1,0,1,588.45
1117,1,0.6,1,0,0,31,0.2,146,2,7,1258,1627,2003,8,7,14,0,1,1,2,457.96
641,1,1.1,0,0,1,7,0.9,192,1,3,417,759,3595,7,5,19,1,1,1,2,608.49
1002,0,0.8,1,0,1,35,0.5,83,2,4,1345,1416,1726,16,5,19,1,0,1,1,504.67
1408,1,2.1,1,10,0,45,0.9,89,5,14,613,1088,3952,8,6,3,0,0,1,3,889.5
1900,1,2.0,1,1,0,41,0.5,190,8,6,912,1596,850,5,1,4,1,1,1,1,502.82
726,0,2.9,0,0,0,43,0.1,101,8,0,666,760,1446,17,2,8,1,1,0,0,513.18
1544,0,2.3,0,12,1,45,0.1,113,8,20,236,857,1300,8,7,18,1,1,0,1,739.66
1454,1,1.6,0,6,1,21,0.2,160,4,10,186,1100,719,14,10,10,1,1,1,0,396.47
1230,1,2.2,1,6,0,26,0.8,123,5,7,416,676,988,11,5,9,0,1,1,0,418.75
1552,0,1.2,0,10,1,53,0.3,180,8,18,430,658,2606,13,6,12,1,0,0,2,723.61
1519,0,2.1,0,0,0,32,0.7,200,1,10,168,1239,2912,11,10,15,1,1,0,2,545.48
723,1,1.9,0,4,0,30,0.3,102,1,7,1467,1901,2339,19,9,17,0,1,1,2,491.09
1191,0,2.4,1,2,0,13,0.9,169,1,7,179,1813,1028,14,6,8,1,1,1,0,311.15
1168,0,1.3,0,9,0,61,0.1,90,8,10,159,1578,3173,9,4,17,0,0,1,3,774.95
1229,0,0.5,1,15,0,14,0.8,191,2,16,120,1878,1667,17,6,17,0,0,1,1,498.32
1758,1,0.5,0,11,1,13,0.6,190,8,14,762,1864,1897,6,2,15,1,0,0,2,544.57
1290,0,0.5,0,0,0,3,0.1,143,6,4,600,1109,1214,9,8,15,0,1,1,1,288.98
574,0,2.8,1,16,0,38,0.1,90,6,17,286,1171,3269,8,7,10,0,1,0,2,849.36
1271,1,0.5,0,12,0,32,0.1,113,7,15,1350,1949,445,15,14,14,0,0,1,0,426.73
1170,1,1.2,0,4,0,30,0.4,83,8,15,27,1722,1073,6,4,8,1,1,0,0,430.22
1269,1,1.3,0,14,0,52,0.8,118,2,15,1597,1920,665,18,5,5,0,0,0,1,459.45
1288,0,2.8,1,15,0,50,0.1,121,2,20,1177,1809,3129,17,6,2,0,0,0,3,827.14
1366,1,0.7,1,0,1,34,0.1,150,2,9,402,964,3501,13,11,3,1,0,0,3,694.86
1572,1,0.8,1,7,1,8,0.8,169,5,8,577,1237,3461,6,3,10,1,1,1,3,623.51
1627,0,0.9,1,9,1,32,0.1,180,6,16,52,1082,3206,12,6,16,1,1,0,3,740.64
1701,1,0.5,0,13,1,46,0.9,115,2,15,364,828,3717,11,0,10,1,1,0,3,832.69
1900,1,0.5,1,0,1,55,0.9,171,1,1,934,1241,3917,15,5,18,1,0,1,3,747.77
1974,0,1.0,0,4,0,24,0.3,80,7,13,250,545,861,7,4,6,1,0,1,0,415.1
1197,1,0.5,1,9,0,20,0.1,129,5,10,214,1710,2885,19,7,14,1,1,1,2,552.73
587,1,2.3,1,4,0,6,0.7,170,1,16,612,1793,2777,9,2,14,1,1,0,2,575.69
934,0,1.1,0,7,0,24,0.8,112,5,12,1111,1463,1017,12,7,9,0,0,1,0,443.42
1195,0,2.0,1,1,1,23,0.1,82,4,9,163,1100,980,13,9,17,1,0,0,0,399.05
1853,1,1.0,0,2,0,23,0.4,92,1,15,202,1951,2775,14,4,17,1,0,0,3,588.55
1164,0,1.0,0,4,1,19,0.9,95,8,18,729,1704,3309,15,3,3,1,0,1,3,629.71
1512,1,0.5,0,8,1,18,0.1,88,3,17,1079,1897,3607,12,10,6,1,1,1,3,701.07
1232,0,2.9,1,1,1,24,0.3,169,5,17,361,809,1257,16,10,16,1,0,0,0,505.45
1813,1,0.6,1,0,1,5,0.2,198,3,8,338,1306,759,9,3,14,1,1,0,0,289.27
946,1,2.6,1,17,0,5,0.1,166,3,20,1698,1771,3720,15,7,4,0,1,0,3,805.24
739,1,2.3,1,2,1,58,0.1,88,3,4,1052,1536,475,7,6,6,1,0,1,0,485.14
704,1,2.7,0,8,1,29,0.2,80,1,10,1108,1509,1122,9,3,10,1,1,1,0,413.8
1663,1,0.5,0,0,0,40,0.6,147,4,15,951,1545,1336,8,5,15,1,0,0,1,434.82
1966,1,1.4,1,2,0,40,0.9,185,8,18,1197,1987,1185,11,2,20,0,1,0,2,551.98
1219,0,1.0,1,0,0,17,0.7,196,5,4,473,1022,705,11,3,6,0,1,1,0,328.77
612,1,0.7,0,6,0,35,0.6,181,5,12,1294,1337,3169,14,9,6,0,0,0,2,601.89
1658,1,1.4,0,0,1,39,0.7,182,1,5,410,522,3483,10,1,15,1,0,1,3,703.66
1263,0,0.5,0,12,0,64,0.3,175,5,18,178,1883,1183,14,3,17,0,0,1,1,624.32
1395,1,2.8,0,0,1,55,0.6,118,3,1,782,1787,3373,11,2,16,1,1,0,3,666.85
621,1,2.7,1,0,0,54,0.1,151,4,20,434,910,2801,6,1,5,1,1,1,2,665.71
652,0,0.5,1,1,0,58,0.6,142,3,2,464,781,565,18,12,9,0,0,1,0,336.89
1175,0,0.6,0,10,0,25,0.1,145,2,12,137,1501,3153,9,4,12,1,0,0,2,605.3
561,1,1.0,0,0,0,11,0.1,163,8,10,492,1176,3421,16,2,5,1,1,1,2,640.09
1137,0,2.2,0,6,1,3,0.9,173,5,7,1250,1285,316,15,14,17,1,0,0,0,314.44
1835,1,2.3,0,4,1,11,0.1,193,7,13,385,583,448,18,17,14,1,0,0,0,359.96
1170,0,2.9,1,2,0,40,0.4,169,6,5,427,684,2366,16,8,2,1,1,1,1,652.79
1595,1,0.8,1,0,1,44,0.7,85,4,20,1024,1838,3881,14,10,9,1,0,1,3,821.62
1719,1,2.0,0,0,0,12,0.3,122,8,7,240,904,462,6,3,5,0,0,0,0,349.17
1770,0,2.3,1,0,0,7,0.8,128,7,6,886,1552,1480,6,1,17,1,0,0,1,430.53
1312,0,0.5,1,0,1,28,0.8,163,2,0,1233,1854,1087,17,16,14,1,0,0,1,357.12
1878,0,1.5,1,5,1,56,0.3,139,5,13,183,559,2711,8,2,3,1,1,1,2,780.25
1871,1,2.0,0,7,1,20,0.1,81,7,14,88,1682,2144,13,12,12,1,1,1,2,668.27
922,0,1.5,1,1,1,35,0.9,188,7,15,1016,1383,1165,19,6,4,1,1,1,0,530.97
1975,1,1.5,0,6,1,16,0.9,128,8,11,80,655,2998,5,4,13,1,1,0,2,618.7
1212,0,2.6,0,1,1,46,0.3,102,4,8,611,1715,2249,14,3,4,1,1,1,2,656.12
1430,1,0.9,0,3,0,56,0.1,179,3,5,569,906,752,17,8,17,0,0,1,0,380.57
1958,1,1.9,1,0,0,4,0.2,190,2,3,304,637,1409,16,5,3,0,0,0,1,343.32
1836,1,2.1,1,0,1,30,0.2,184,7,15,276,1230,3072,7,3,5,1,1,0,3,684.88
557,1,1.6,0,0,0,24,0.5,125,3,0,1131,1315,1305,12,8,3,1,0,1,0,357.3
539,1,0.6,1,9,0,21,0.1,145,7,14,551,599,3597,14,5,9,0,0,0,2,647.42
880,0,0.5,1,1,0,44,0.5,172,8,15,436,1302,3132,8,7,6,0,1,1,2,632.28
1369,1,1.8,1,6,0,34,0.5,162,1,7,553,727,3856,18,4,18,0,1,1,3,759.16
1109,1,2.7,1,1,0,39,0.4,98,1,9,1391,1787,1524,15,10,7,1,1,1,1,484.97
843,0,1.8,1,0,0,16,0.1,166,5,6,981,1096,3673,12,1,20,1,0,1,3,640.21
598,0,2.3,1,7,0,21,0.7,196,2,10,680,1173,3293,8,4,7,1,0,1,2,701.73
972,1,2.7,1,1,0,5,1.0,126,4,2,687,816,3035,12,7,19,1,0,1,2,544.6
1944,1,0.5,0,5,1,36,0.1,197,6,18,1060,1970,584,17,14,13,1,1,0,1,450.43
1225,0,0.7,1,0,1,2,0.6,138,7,1,217,1101,2675,12,11,15,1,1,0,2,498.54
644,1,1.3,1,7,1,30,0.5,114,1,16,1140,1654,2382,9,0,19,1,0,1,2,592.08
1919,0,1.5,0,5,1,48,0.8,150,4,6,304,1191,1391,19,13,12,1,0,1,1,553.59
501,0,2.3,0,12,1,54,0.3,131,4,19,504,1089,2346,13,12,2,1,0,1,1,703.24
1620,1,2.2,1,0,1,30,0.2,185,3,3,832,1033,606,6,0,18,1,0,0,0,353.25
1227,1,1.1,1,0,0,34,0.2,130,3,3,935,1781,1324,7,3,12,0,1,1,1,446.58
1359,1,0.5,1,1,1,58,0.5,107,6,3,446,901,1076,16,8,4,1,1,1,0,445.43
1914,0,0.7,0,1,0,35,0.6,118,8,2,942,1701,643,17,1,8,1,0,1,1,311.12
1645,1,1.8,0,1,0,21,0.7,123,7,2,897,1308,783,10,8,20,1,0,0,0,389.84
1063,1,1.1,0,0,1,26,0.8,101,5,2,1208,1232,3809,17,16,5,1,0,1,3,820.13
946,0,2.1,0,0,1,19,0.2,154,8,0,159,630,2104,7,4,16,1,1,0,1,504.13
1231,0,1.2,1,5,0,54,0.8,185,3,10,632,1184,1762,5,3,6,1,1,0,1,482.57
1397,0,2.9,1,13,0,9,0.5,87,6,18,1308,1991,3137,12,1,11,1,1,1,3,757.46
701,1,0.7,0,7,0,15,0.5,160,3,11,1002,1256,1756,6,3,17,1,1,1,1,430.3
570,1,0.5,1,2,0,9,0.3,111,7,5,1331,1917,3663,14,10,14,0,0,0,3,600.78
1993,1,0.5,0,10,1,27,0.3,147,8,11,150,510,2437,14,0,9,1,0,0,2,578.26
955,0,0.5,1,4,0,43,0.9,143,5,8,1248,1511,1432,12,9,9,1,1,1,1,491.17
924,0,0.5,1,0,1,47,0.3,167,8,6,108,1813,1620,17,15,12,1,0,0,1,508.12
600,0,0.5,0,0,0,14,0.8,112,5,2,320,747,1655,18,0,9,0,0,0,0,302.17
518,0,0.8,1,0,0,3,0.1,178,7,1,437,1947,2832,5,0,8,1,0,1,2,500.91
1063,1,2.5,0,0,1,31,0.9,95,6,10,295,935,961,16,6,5,1,1,0,0,512.11
920,1,0.5,0,2,0,46,0.8,149,3,3,1058,1421,2608,6,0,2,0,0,1,2,573.04
1715,0,1.9,0,4,1,3,0.1,171,5,6,79,1652,514,7,4,13,1,0,0,0,307.38
1841,1,1.3,1,6,0,14,0.6,167,8,8,593,672,2304,7,1,18,0,0,1,2,561.97
543,1,0.5,1,4,1,60,0.7,132,5,7,693,1031,933,14,0,5,1,1,0,0,469.96
1762,1,2.7,1,13,1,25,0.9,189,1,14,300,527,1896,14,10,20,1,1,1,1,529.18
1112,1,0.5,1,1,0,53,0.6,121,4,16,234,739,3655,7,3,20,1,1,0,3,754.01
709,1,2.0,1,0,0,35,0.1,136,1,0,1545,1596,1973,12,9,16,0,1,1,1,450.15
1315,1,2.6,0,7,0,64,0.8,128,7,16,59,575,3278,6,3,13,0,0,0,2,948.5
1762,1,2.5,0,10,1,15,0.3,107,8,11,1103,1364,2183,8,3,11,1,1,0,2,654.28
1462,1,1.7,1,1,0,25,0.2,182,7,18,91,1478,824,15,5,13,1,0,1,0,487.6
571,0,1.6,1,8,0,35,0.2,186,7,20,177,1282,2598,13,5,8,1,1,0,1,621.42
666,1,0.5,1,7,1,54,0.4,81,3,13,58,1353,1254,15,9,9,1,1,1,0,536.97
1994,0,1.5,1,2,1,7,0.5,146,8,7,447,1435,3622,7,0,20,1,0,1,3,744.9
1583,1,2.1,1,11,0,14,0.7,148,7,16,942,1651,1704,17,13,2,1,0,1,2,552.43
1778,0,1.4,1,3,1,45,1.0,132,4,17,88,516,1624,15,13,9,1,1,0,1,586.36
1926,1,1.1,0,13,1,50,0.2,179,6,17,371,1000,3809,17,12,17,1,1,0,3,957.3
966,1,0.6,0,9,1,50,0.2,117,4,10,1446,1754,2574,10,1,5,1,0,1,2,671.38
568,0,2.0,0,1,0,36,0.3,179,3,4,181,1703,950,17,9,9,1,0,0,0,307.15
1897,0,3.0,0,1,1,21,0.5,192,8,2,1311,1935,273,17,6,3,1,1,1,0,434.41
1695,0,0.5,1,6,1,46,0.7,200,3,9,1791,1898,446,16,13,15,1,1,1,1,424.14
1623,1,1.2,0,6,1,61,0.9,120,7,12,1568,1832,1510,12,10,17,1,1,0,2,617.84
914,1,0.5,0,0,1,26,0.7,147,4,0,706,721,1122,12,9,2,1,1,1,0,349.43
1721,1,0.5,1,4,1,33,0.5,128,4,5,871,1048,707,19,2,5,1,1,1,0,358.98
890,1,2.2,1,4,0,44,0.5,198,8,13,1074,1873,751,7,3,3,0,0,0,0,448.89
600,0,0.5,0,1,0,48,0.8,191,3,7,501,1465,3393,12,7,8,1,0,0,2,661.8
1677,0,1.8,1,4,0,11,0.7,124,6,8,271,1477,3771,15,6,12,1,0,0,3,680.11
723,0,0.5,0,0,1,3,0.2,168,4,3,920,1748,1851,15,3,16,1,0,0,1,324.12
638,0,1.7,1,11,0,27,0.5,102,4,17,1171,1383,2735,7,2,9,1,1,0,2,679.73
852,0,1.0,1,4,1,62,0.7,104,7,13,293,1159,2253,17,4,7,1,1,0,1,678.65
1979,1,1.6,1,0,0,32,0.2,165,7,1,833,1630,452,13,6,14,0,1,0,0,334.87
710,1,0.5,0,6,0,32,0.8,151,5,9,485,857,1419,12,11,18,0,1,0,0,378.71
1034,0,2.6,1,2,1,45,0.3,190,3,4,182,1293,969,15,1,7,1,0,0,0,461.37
600,0,2.5,1,8,1,22,0.1,145,1,11,207,1162,3441,19,1,5,1,0,0,2,687.38
1027,0,0.5,0,2,1,64,0.9,103,2,7,1698,1747,3786,17,12,12,1,0,0,3,924.17
1260,0,0.6,0,5,1,13,1.0,106,6,6,165,736,2710,13,1,8,1,1,0,2,561.24
1793,0,1.8,1,10,0,12,0.5,169,6,17,1086,1418,3533,16,14,15,1,1,1,3,788.0
675,0,2.3,0,10,0,60,0.9,144,5,15,192,757,1735,7,0,13,1,0,1,0,619.99
658,1,2.7,0,0,1,12,0.9,103,7,3,1156,1750,3587,14,11,20,1,0,0,3,740.07
1694,1,0.6,0,0,1,34,0.3,102,7,7,377,549,2298,17,5,2,1,1,0,2,576.38
804,1,0.8,1,12,1,41,0.9,89,1,13,709,818,2027,11,5,11,1,0,0,1,630.01
1713,0,2.5,1,1,0,27,0.9,127,7,3,729,974,2406,13,10,20,1,0,1,2,593.33
706,0,0.5,0,13,1,31,0.1,108,3,19,543,938,2419,8,7,4,1,0,1,1,621.99
1362,0,0.5,0,3,0,25,0.8,131,7,9,553,1505,995,7,6,18,0,1,1,0,364.38
1527,0,2.7,0,10,1,60,0.1,154,5,14,526,1116,2078,5,3,11,1,1,1,2,774.33
768,0,0.5,1,0,0,19,0.9,159,2,1,637,991,1145,19,1,7,0,0,1,0,334.38
1314,0,2.9,1,8,1,41,0.1,155,4,12,113,577,626,10,4,4,1,1,1,0,478.89
705,1,0.5,0,5,1,57,0.9,155,6,9,1114,1374,1509,15,11,18,1,1,1,1,531.28
1403,0,2.7,0,2,1,26,0.1,164,5,3,461,1251,3371,13,9,9,1,0,1,3,728.73
1486,0,2.6,0,7,0,52,0.1,85,4,15,1430,1747,297,13,1,15,0,1,0,0,447.08
781,0,1.1,0,2,0,38,0.4,198,5,7,304,1674,3508,13,8,5,0,0,1,3,716.31
986,1,1.5,0,1,1,23,0.8,183,8,3,471,800,2385,16,9,19,1,0,0,1,481.56
1310,0,1.4,0,0,0,33,0.4,105,1,14,806,1016,1301,13,12,19,0,0,1,1,404.53
560,1,2.0,1,6,1,57,0.3,81,3,12,80,1327,2167,11,10,7,1,0,1,1,617.2
1348,0,1.3,0,0,0,43,0.4,116,5,6,204,501,3914,10,3,8,1,0,1,3,646.06
1567,0,0.5,1,3,0,22,0.5,119,6,6,545,1621,2312,9,1,18,1,0,0,2,476.37
1940,1,0.9,1,4,0,17,0.7,93,5,7,112,858,2297,14,6,8,0,1,0,2,483.43
1979,1,2.9,1,0,1,19,1.0,176,3,9,1331,1532,411,8,2,2,1,1,1,0,381.79
561,1,2.1,1,7,1,2,0.1,193,3,13,1055,1294,665,10,0,4,1,1,0,0,362.36
1717,1,1.3,0,1,0,62,0.7,130,1,3,609,810,3226,6,4,5,0,1,0,3,663.41
535,0,1.5,0,1,1,48,0.7,113,1,4,290,811,740,11,10,18,1,1,0,0,332.11
1413,0,0.5,1,4,1,39,0.1,185,5,12,1039,1318,3878,19,16,4,1,0,0,3,787.96
1358,0,2.5,1,0,0,20,0.6,135,7,0,1485,1655,3406,5,1,11,0,0,1,3,744.42
1519,0,2.9,0,2,0,30,0.7,112,7,8,1122,1702,2440,9,5,10,1,1,1,2,624.41
1254,0,1.2,1,2,0,50,0.7,108,5,6,462,1013,3959,10,4,17,1,1,0,3,726.39
1591,1,2.2,0,3,1,49,0.4,154,6,7,1384,1883,3703,17,6,20,1,1,0,3,871.97
977,1,2.8,1,2,0,35,0.6,165,2,15,1502,1862,3714,19,3,10,0,1,1,3,755.28
1640,1,0.7,0,10,1,21,0.8,169,7,14,589,1301,337,16,3,5,1,1,0,0,390.29
663,0,0.8,1,0,0,25,0.6,183,2,1,82,1605,3176,6,2,2,1,0,1,2,549.8
1744,1,1.0,0,1,1,20,0.5,112,8,3,68,718,1205,18,7,14,1,0,0,1,420.52
1624,0,1.6,1,8,0,28,0.4,150,2,10,689,699,2473,16,11,2,1,0,0,2,540.88
1108,1,1.3,1,14,1,2,0.3,169,7,20,208,1742,1229,5,3,4,1,1,0,0,485.45
1188,1,1.4,1,0,1,9,0.6,114,2,0,1339,1558,2896,12,11,16,1,0,1,3,542.84
817,0,1.3,0,0,0,11,0.5,144,3,11,722,766,2039,11,6,19,0,1,0,1,392.98
863,0,1.6,1,5,1,6,0.7,133,4,13,717,1799,520,10,2,18,1,0,1,0,317.01
1397,0,2.4,1,5,1,3,0.2,121,3,15,433,1658,1378,18,15,4,1,1,1,1,481.99
1108,0,1.0,0,3,0,49,0.7,140,5,12,1298,1666,3254,12,0,16,1,0,0,3,694.69
1068,0,2.0,1,1,1,37,0.9,184,7,13,186,1998,1803,5,4,7,1,0,0,1,552.17
1702,1,2.3,0,12,1,52,0.5,145,2,15,1397,1491,2501,16,12,4,1,0,0,3,726.5
808,0,0.5,1,0,0,8,0.1,192,4,1,618,1891,3762,15,9,12,1,0,1,3,631.91
1156,0,0.5,0,6,0,61,0.1,89,7,9,1214,1262,1796,16,6,13,0,1,1,1,500.71
1271,0,0.5,1,2,0,54,0.1,159,8,3,613,650,990,14,11,6,0,1,1,0,389.75
696,0,0.5,0,6,0,51,0.3,197,3,8,649,907,2630,18,8,9,0,0,1,1,572.05
1981,1,1.9,1,13,0,45,0.3,175,6,18,193,1234,1380,10,1,13,0,1,0,1,661.65
614,0,1.7,1,0,1,58,0.2,128,7,2,22,519,3487,15,6,11,1,1,1,2,783.31
1590,0,0.6,1,0,0,7,0.3,122,3,17,1464,1595,1201,12,3,18,1,1,1,1,413.16
1945,0,1.6,0,4,0,21,0.7,113,3,10,280,895,3015,6,1,15,0,0,0,3,569.46
1135,1,2.8,1,9,0,43,0.4,158,1,11,690,1589,3204,18,13,6,1,0,0,3,650.85
1049,0,0.6,1,8,1,2,0.3,172,6,10,39,1564,433,10,7,6,1,0,0,0,297.15
1807,1,2.1,0,2,0,49,0.8,125,1,10,337,1384,1906,17,13,13,0,1,1,2,545.37
984,1,0.5,0,13,1,42,0.8,98,7,17,1036,1611,898,16,8,13,1,1,0,0,517.44
720,1,1.4,1,0,1,61,0.6,96,7,8,1347,1733,2799,5,3,15,1,0,1,3,729.57
1536,0,0.8,0,12,0,13,0.3,105,7,20,22,1634,2020,6,0,16,1,1,0,2,549.64
771,1,0.5,0,3,0,25,1.0,86,4,6,327,922,770,12,1,20,0,1,0,0,292.25
503,0,2.5,0,3,0,57,0.6,185,6,11,778,1291,305,11,8,16,0,0,1,0,452.86
675,0,2.4,0,1,0,42,0.6,187,7,2,482,874,2953,9,5,13,1,1,0,2,678.74
1936,1,1.9,1,13,1,34,0.2,182,7,14,591,1089,1671,6,1,9,1,0,1,1,597.31
1303,0,1.0,1,0,1,15,0.1,138,3,10,229,1604,2574,12,4,14,1,1,1,2,487.42
1004,1,2.9,1,0,0,35,0.2,141,6,9,901,1162,3772,17,8,18,0,1,1,3,841.67
1972,0,1.2,1,0,0,37,0.7,102,2,1,715,1648,2870,16,0,17,0,0,0,3,629.06
1822,0,1.2,0,0,0,8,0.2,195,6,0,172,910,2577,9,5,8,1,1,0,2,448.27
1159,1,2.8,0,5,1,18,0.5,83,1,7,681,723,2246,8,1,3,1,1,0,1,453.45
1782,1,2.8,1,6,1,58,0.8,157,1,13,867,999,2405,15,0,16,1,0,1,2,710.3
894,0,2.1,1,16,0,16,0.7,168,8,20,286,1300,3377,5,1,6,1,1,1,2,843.3
1884,0,2.1,1,7,1,43,0.8,185,1,18,451,819,3619,14,8,7,1,1,1,3,919.85
1648,1,0.5,0,1,1,17,0.9,142,2,3,1119,1238,1184,6,2,2,1,0,1,1,388.3
798,0,2.4,0,5,0,4,0.2,96,3,9,526,643,2965,15,7,14,1,1,0,2,528.77
802,1,2.4,1,1,0,45,0.8,157,3,9,1299,1633,3713,8,3,8,0,0,0,3,705.62
1276,1,2.9,1,2,0,53,0.3,130,2,3,217,735,3798,19,10,8,1,1,1,3,755.76
1331,1,1.6,0,0,0,16,0.5,165,2,7,1109,1226,1026,13,5,20,1,0,1,1,330.72
1620,0,2.6,1,6,0,5,0.9,186,6,18,434,1339,1086,18,14,13,1,0,0,1,429.72
1996,0,2.5,0,5,1,51,0.4,122,4,9,671,1445,2236,8,7,12,1,0,1,2,778.12
1092,0,2.7,1,8,0,45,0.8,185,1,10,1404,1424,1303,12,3,20,0,1,1,1,552.52
1018,1,0.7,1,7,0,63,0.1,155,5,18,856,883,3048,10,3,2,0,0,1,2,817.27
545,0,0.5,0,0,1,11,0.3,131,3,1,381,1452,616,15,6,19,1,1,1,0,231.38
554,1,1.3,0,0,0,12,0.1,105,6,10,85,806,3764,10,7,4,0,1,1,2,679.13
1264,0,2.9,1,2,1,34,0.2,171,3,3,562,849,419,7,4,3,1,1,1,0,387.05
1030,0,1.6,1,3,1,58,0.2,138,6,20,1111,1812,2858,6,2,18,1,1,1,3,826.35
1432,1,1.7,1,6,1,39,0.3,164,4,18,209,947,504,14,4,10,1,1,0,0,486.01
558,1,2.8,0,1,1,49,0.8,142,5,4,997,1605,392,10,5,8,1,1,1,0,436.55
829,0,0.5,0,0,0,56,0.6,129,7,1,91,1916,820,12,6,11,1,0,1,0,383.36
1741,1,1.8,0,0,0,14,0.7,143,8,0,730,1895,3387,11,3,3,1,0,0,3,663.24
1849,1,2.3,0,7,1,15,0.4,144,5,19,606,1123,3447,14,11,19,1,0,1,3,802.12
733,0,2.1,0,5,1,7,0.2,174,7,10,445,1409,1403,15,8,2,1,1,0,0,407.93
1872,1,0.9,1,0,0,16,0.5,80,2,2,286,1484,2295,15,11,16,0,0,1,2,472.49
1853,0,0.5,1,1,0,27,0.3,197,6,13,985,1005,1973,10,2,8,1,0,1,2,507.17
1149,1,2.2,0,4,0,30,0.2,106,6,5,1617,1675,3755,17,14,8,1,0,0,3,693.06
891,0,0.5,1,9,1,25,0.3,196,2,19,375,1724,2073,7,1,10,1,0,1,1,641.79
1911,1,2.0,0,7,1,64,0.6,163,8,8,1795,1958,3872,9,8,11,1,1,0,3,1062.89
550,1,0.5,0,16,1,23,0.1,145,2,17,486,1930,302,18,5,8,1,0,0,0,390.6
576,0,0.8,0,0,1,27,0.1,121,2,4,757,1518,1519,18,6,8,1,0,1,1,416.38
1760,0,1.9,0,1,1,50,0.8,198,1,2,273,1704,2549,10,8,4,1,1,0,2,650.2
969,0,2.4,0,0,0,45,0.3,124,7,0,491,589,404,18,5,19,1,0,1,0,371.49
1160,0,1.1,0,1,1,63,0.7,166,3,2,762,859,595,18,4,15,1,0,1,0,421.06
827,0,1.1,1,2,1,18,0.9,160,2,16,448,821,1663,14,0,17,1,1,1,0,445.15
1786,0,0.5,0,9,1,58,0.7,161,7,10,231,1671,2764,9,3,7,1,1,1,3,754.66
774,1,0.6,1,2,1,8,0.4,136,1,4,1713,1865,2614,7,0,14,1,1,1,2,527.28
819,1,2.5,1,0,1,11,0.2,83,8,1,438,822,1094,10,5,15,1,0,0,0,380.82
1042,0,2.2,0,15,1,11,0.6,139,5,16,68,1018,2826,18,0,2,1,0,0,2,674.67
1368,0,3.0,1,10,0,50,0.2,97,7,18,698,829,2496,13,6,5,0,1,1,2,788.68
1592,0,2.1,0,6,1,50,0.1,181,2,17,510,522,2103,19,8,7,1,0,0,1,711.85
1067,0,1.8,1,11,0,14,0.2,146,1,15,965,1009,966,5,0,13,0,0,1,0,415.97
1892,1,0.7,0,5,0,47,0.4,110,4,10,1399,1564,2172,17,14,3,1,1,1,2,605.84
915,0,1.1,0,6,0,56,0.6,187,8,17,532,1448,905,19,10,12,0,1,0,0,501.66
774,1,2.8,0,7,1,55,0.9,124,3,18,8,896,3916,8,1,12,1,1,0,3,869.33
1848,1,1.4,1,2,1,42,0.7,179,2,10,154,605,3902,11,9,3,1,0,1,3,791.8
1501,0,1.1,0,12,1,2,0.2,187,1,15,198,1056,2487,13,12,16,1,1,1,2,532.59
1614,0,1.9,0,8,1,55,0.3,188,3,17,860,1330,3914,17,13,13,1,0,0,3,879.16
911,1,2.9,0,0,0,46,0.1,181,5,1,461,670,363,9,5,17,0,1,0,0,327.95
1520,0,0.5,0,1,1,24,0.7,199,5,8,109,1909,3233,13,3,4,1,0,1,3,598.08
1647,0,1.4,1,3,1,38,0.3,102,6,15,193,1185,2532,16,14,15,1,0,1,2,709.1
